"1 _ 1",,,,,,
"时间","载荷","行程","应力","行程(应变)","位移","位移(应变)"
"sec","N","mm","N/mm2","%","mm","%"
"7.15","2061.599","0.5951334","2061.599","0.5951334","0.5951334","0.5951334"
"7.16","2064.487","0.595975","2064.487","0.595975","0.595975","0.595975"
"7.17","2067.376","0.5968","2067.376","0.5968","0.5968","0.5968"
"7.18","2070.267","0.5976334","2070.267","0.5976334","0.5976334","0.5976334"
"7.19","2073.16","0.5984667","2073.16","0.5984667","0.5984667","0.5984667"
"7.2","2076.053","0.5993","2076.053","0.5993","0.5993","0.5993"
"7.21","2078.946","0.6001334","2078.946","0.6001334","0.6001334","0.6001334"
"7.22","2081.838","0.600975","2081.838","0.600975","0.600975","0.600975"
"7.23","2084.729","0.6018084","2084.729","0.6018084","0.6018084","0.6018084"
"7.24","2087.622","0.6026417","2087.622","0.6026417","0.6026417","0.6026417"
"7.25","2090.515","0.603475","2090.515","0.603475","0.603475","0.603475"
"7.26","2093.411","0.6043","2093.411","0.6043","0.6043","0.6043"
"7.27","2096.311","0.6051417","2096.311","0.6051417","0.6051417","0.6051417"
"7.28","2099.216","0.6059667","2099.216","0.6059667","0.6059667","0.6059667"
"7.29","2102.125","0.6068","2102.125","0.6068","0.6068","0.6068"
"7.3","2105.037","0.607625","2105.037","0.607625","0.607625","0.607625"
"7.31","2107.951","0.6084583","2107.951","0.6084583","0.6084583","0.6084583"
"7.32","2110.864","0.6092833","2110.864","0.6092833","0.6092833","0.6092833"
"7.33","2113.777","0.6101167","2113.777","0.6101167","0.6101167","0.6101167"
"7.34","2116.688","0.6109583","2116.688","0.6109583","0.6109583","0.6109583"
"7.35","2119.599","0.6117917","2119.599","0.6117917","0.6117917","0.6117917"
"7.36","2122.51","0.612625","2122.51","0.612625","0.612625","0.612625"
"7.37","2125.425","0.6134583","2125.425","0.6134583","0.6134583","0.6134583"
"7.38","2128.343","0.6143","2128.343","0.6143","0.6143","0.6143"
"7.39","2131.267","0.6151333","2131.267","0.6151333","0.6151333","0.6151333"
"7.4","2134.197","0.6159583","2134.197","0.6159583","0.6159583","0.6159583"
"7.41","2137.133","0.6167917","2137.133","0.6167917","0.6167917","0.6167917"
"7.42","2140.073","0.617625","2140.073","0.617625","0.617625","0.617625"
"7.43","2143.02","0.6184583","2143.02","0.6184583","0.6184583","0.6184583"
"7.44","2145.971","0.6192917","2145.971","0.6192917","0.6192917","0.6192917"
"7.45","2148.924","0.6201167","2148.924","0.6201167","0.6201167","0.6201167"
"7.46","2151.879","0.6209583","2151.879","0.6209583","0.6209583","0.6209583"
"7.47","2154.835","0.6217917","2154.835","0.6217917","0.6217917","0.6217917"
"7.48","2157.791","0.622625","2157.791","0.622625","0.622625","0.622625"
"7.49","2160.747","0.6234583","2160.747","0.6234583","0.6234583","0.6234583"
"7.5","2163.701","0.6243","2163.701","0.6243","0.6243","0.6243"
"7.51","2166.657","0.6251333","2166.657","0.6251333","0.6251333","0.6251333"
"7.52","2169.613","0.6259667","2169.613","0.6259667","0.6259667","0.6259667"
"7.53","2172.572","0.6268","2172.572","0.6268","0.6268","0.6268"
"7.54","2175.533","0.6276333","2175.533","0.6276333","0.6276333","0.6276333"
"7.55","2178.5","0.6284583","2178.5","0.6284583","0.6284583","0.6284583"
"7.56","2181.47","0.6292917","2181.47","0.6292917","0.6292917","0.6292917"
"7.57","2184.443","0.6301333","2184.443","0.6301333","0.6301333","0.6301333"
"7.58","2187.42","0.6309667","2187.42","0.6309667","0.6309667","0.6309667"
"7.59","2190.397","0.6317917","2190.397","0.6317917","0.6317917","0.6317917"
"7.6","2193.375","0.6326333","2193.375","0.6326333","0.6326333","0.6326333"
"7.61","2196.353","0.6334583","2196.353","0.6334583","0.6334583","0.6334583"
"7.62","2199.329","0.6343","2199.329","0.6343","0.6343","0.6343"
"7.63","2202.304","0.6351333","2202.304","0.6351333","0.6351333","0.6351333"
"7.64","2205.279","0.635975","2205.279","0.635975","0.635975","0.635975"
"7.65","2208.255","0.6368083","2208.255","0.6368083","0.6368083","0.6368083"
"7.66","2211.234","0.6376417","2211.234","0.6376417","0.6376417","0.6376417"
"7.67","2214.218","0.638475","2214.218","0.638475","0.638475","0.638475"
"7.68","2217.207","0.6393","2217.207","0.6393","0.6393","0.6393"
"7.69","2220.203","0.6401417","2220.203","0.6401417","0.6401417","0.6401417"
"7.7","2223.202","0.6409667","2223.202","0.6409667","0.6409667","0.6409667"
"7.71","2226.204","0.6418","2226.204","0.6418","0.6418","0.6418"
"7.72","2229.206","0.6426417","2229.206","0.6426417","0.6426417","0.6426417"
"7.73","2232.207","0.6434667","2232.207","0.6434667","0.6434667","0.6434667"
"7.74","2235.205","0.6443","2235.205","0.6443","0.6443","0.6443"
"7.75","2238.201","0.6451333","2238.201","0.6451333","0.6451333","0.6451333"
"7.76","2241.195","0.6459666","2241.195","0.6459666","0.6459666","0.6459666"
"7.77","2244.187","0.6468","2244.187","0.6468","0.6468","0.6468"
"7.78","2247.178","0.6476333","2247.178","0.6476333","0.6476333","0.6476333"
"7.79","2250.171","0.648475","2250.171","0.648475","0.648475","0.648475"
"7.8","2253.167","0.6493083","2253.167","0.6493083","0.6493083","0.6493083"
"7.81","2256.166","0.6501417","2256.166","0.6501417","0.6501417","0.6501417"
"7.82","2259.17","0.6509666","2259.17","0.6509666","0.6509666","0.6509666"
"7.83","2262.18","0.6518","2262.18","0.6518","0.6518","0.6518"
"7.84","2265.195","0.652625","2265.195","0.652625","0.652625","0.652625"
"7.85","2268.216","0.6534584","2268.216","0.6534584","0.6534584","0.6534584"
"7.86","2271.242","0.6542917","2271.242","0.6542917","0.6542917","0.6542917"
"7.87","2274.272","0.6551334","2274.272","0.6551334","0.6551334","0.6551334"
"7.88","2277.306","0.6559667","2277.306","0.6559667","0.6559667","0.6559667"
"7.89","2280.344","0.6568","2280.344","0.6568","0.6568","0.6568"
"7.9","2283.385","0.6576416","2283.385","0.6576416","0.6576416","0.6576416"
"7.91","2286.433","0.658475","2286.433","0.658475","0.658475","0.658475"
"7.92","2289.486","0.6593083","2289.486","0.6593083","0.6593083","0.6593083"
"7.93","2292.545","0.6601334","2292.545","0.6601334","0.6601334","0.6601334"
"7.94","2295.61","0.6609667","2295.61","0.6609667","0.6609667","0.6609667"
"7.95","2298.679","0.6618","2298.679","0.6618","0.6618","0.6618"
"7.96","2301.749","0.6626334","2301.749","0.6626334","0.6626334","0.6626334"
"7.97","2304.82","0.6634667","2304.82","0.6634667","0.6634667","0.6634667"
"7.98","2307.89","0.6642917","2307.89","0.6642917","0.6642917","0.6642917"
"7.99","2310.959","0.6651334","2310.959","0.6651334","0.6651334","0.6651334"
"8","2314.025","0.6659667","2314.025","0.6659667","0.6659667","0.6659667"
"8.01","2317.091","0.6667917","2317.091","0.6667917","0.6667917","0.6667917"
"8.02","2320.156","0.6676334","2320.156","0.6676334","0.6676334","0.6676334"
"8.03","2323.223","0.6684583","2323.223","0.6684583","0.6684583","0.6684583"
"8.04","2326.29","0.6693","2326.29","0.6693","0.6693","0.6693"
"8.05","2329.356","0.670125","2329.356","0.670125","0.670125","0.670125"
"8.06","2332.423","0.6709667","2332.423","0.6709667","0.6709667","0.6709667"
"8.07","2335.492","0.6718","2335.492","0.6718","0.6718","0.6718"
"8.08","2338.563","0.6726333","2338.563","0.6726333","0.6726333","0.6726333"
"8.09","2341.639","0.6734583","2341.639","0.6734583","0.6734583","0.6734583"
"8.1","2344.72","0.6742917","2344.72","0.6742917","0.6742917","0.6742917"
"8.11","2347.805","0.675125","2347.805","0.675125","0.675125","0.675125"
"8.12","2350.893","0.67595","2350.893","0.67595","0.67595","0.67595"
"8.13","2353.982","0.6767833","2353.982","0.6767833","0.6767833","0.6767833"
"8.14","2357.071","0.6776167","2357.071","0.6776167","0.6776167","0.6776167"
"8.15","2360.159","0.67845","2360.159","0.67845","0.67845","0.67845"
"8.16","2363.249","0.6792833","2363.249","0.6792833","0.6792833","0.6792833"
"8.17","2366.338","0.680125","2366.338","0.680125","0.680125","0.680125"
"8.18","2369.429","0.6809667","2369.429","0.6809667","0.6809667","0.6809667"
"8.19","2372.523","0.6818","2372.523","0.6818","0.6818","0.6818"
"8.2","2375.623","0.6826333","2375.623","0.6826333","0.6826333","0.6826333"
"8.21","2378.728","0.6834583","2378.728","0.6834583","0.6834583","0.6834583"
"8.22","2381.839","0.6842917","2381.839","0.6842917","0.6842917","0.6842917"
"8.23","2384.955","0.685125","2384.955","0.685125","0.685125","0.685125"
"8.24","2388.076","0.6859583","2388.076","0.6859583","0.6859583","0.6859583"
"8.25","2391.198","0.6867833","2391.198","0.6867833","0.6867833","0.6867833"
"8.26","2394.322","0.6876166","2394.322","0.6876166","0.6876166","0.6876166"
"8.27","2397.443","0.6884583","2397.443","0.6884583","0.6884583","0.6884583"
"8.28","2400.56","0.6892917","2400.56","0.6892917","0.6892917","0.6892917"
"8.29","2403.673","0.690125","2403.673","0.690125","0.690125","0.690125"
"8.3","2406.781","0.6909583","2406.781","0.6909583","0.6909583","0.6909583"
"8.31","2409.885","0.6918","2409.885","0.6918","0.6918","0.6918"
"8.32","2412.988","0.6926333","2412.988","0.6926333","0.6926333","0.6926333"
"8.33","2416.09","0.6934667","2416.09","0.6934667","0.6934667","0.6934667"
"8.34","2419.194","0.6943","2419.194","0.6943","0.6943","0.6943"
"8.35","2422.301","0.695125","2422.301","0.695125","0.695125","0.695125"
"8.36","2425.411","0.6959583","2425.411","0.6959583","0.6959583","0.6959583"
"8.37","2428.525","0.6967916","2428.525","0.6967916","0.6967916","0.6967916"
"8.38","2431.641","0.697625","2431.641","0.697625","0.697625","0.697625"
"8.39","2434.758","0.6984583","2434.758","0.6984583","0.6984583","0.6984583"
"8.4","2437.872","0.6992916","2437.872","0.6992916","0.6992916","0.6992916"
"8.41","2440.985","0.700125","2440.985","0.700125","0.700125","0.700125"
"8.42","2444.096","0.7009667","2444.096","0.7009667","0.7009667","0.7009667"
"8.43","2447.207","0.7018","2447.207","0.7018","0.7018","0.7018"
"8.44","2450.318","0.7026333","2450.318","0.7026333","0.7026333","0.7026333"
"8.45","2453.43","0.7034667","2453.43","0.7034667","0.7034667","0.7034667"
"8.46","2456.542","0.7043","2456.542","0.7043","0.7043","0.7043"
"8.47","2459.652","0.7051417","2459.652","0.7051417","0.7051417","0.7051417"
"8.48","2462.762","0.705975","2462.762","0.705975","0.705975","0.705975"
"8.49","2465.87","0.7068","2465.87","0.7068","0.7068","0.7068"
"8.5","2468.977","0.7076333","2468.977","0.7076333","0.7076333","0.7076333"
"8.51","2472.081","0.7084666","2472.081","0.7084666","0.7084666","0.7084666"
"8.52","2475.184","0.7093","2475.184","0.7093","0.7093","0.7093"
"8.53","2478.286","0.7101333","2478.286","0.7101333","0.7101333","0.7101333"
"8.54","2481.387","0.7109666","2481.387","0.7109666","0.7109666","0.7109666"
"8.55","2484.487","0.7118083","2484.487","0.7118083","0.7118083","0.7118083"
"8.56","2487.587","0.7126333","2487.587","0.7126333","0.7126333","0.7126333"
"8.57","2490.687","0.713475","2490.687","0.713475","0.713475","0.713475"
"8.58","2493.785","0.7143","2493.785","0.7143","0.7143","0.7143"
"8.59","2496.884","0.7151417","2496.884","0.7151417","0.7151417","0.7151417"
"8.6","2499.984","0.7159667","2499.984","0.7159667","0.7159667","0.7159667"
"8.61","2503.086","0.7168","2503.086","0.7168","0.7168","0.7168"
"8.62","2506.191","0.7176334","2506.191","0.7176334","0.7176334","0.7176334"
"8.63","2509.296","0.7184667","2509.296","0.7184667","0.7184667","0.7184667"
"8.64","2512.403","0.7193","2512.403","0.7193","0.7193","0.7193"
"8.65","2515.51","0.720125","2515.51","0.720125","0.720125","0.720125"
"8.66","2518.617","0.7209584","2518.617","0.7209584","0.7209584","0.7209584"
"8.67","2521.723","0.7217917","2521.723","0.7217917","0.7217917","0.7217917"
"8.68","2524.829","0.7226334","2524.829","0.7226334","0.7226334","0.7226334"
"8.69","2527.937","0.7234667","2527.937","0.7234667","0.7234667","0.7234667"
"8.7","2531.044","0.7243","2531.044","0.7243","0.7243","0.7243"
"8.71","2534.154","0.7251417","2534.154","0.7251417","0.7251417","0.7251417"
"8.72","2537.268","0.725975","2537.268","0.725975","0.725975","0.725975"
"8.73","2540.384","0.7268084","2540.384","0.7268084","0.7268084","0.7268084"
"8.74","2543.502","0.7276334","2543.502","0.7276334","0.7276334","0.7276334"
"8.75","2546.62","0.7284667","2546.62","0.7284667","0.7284667","0.7284667"
"8.76","2549.737","0.7292917","2549.737","0.7292917","0.7292917","0.7292917"
"8.77","2552.851","0.7301334","2552.851","0.7301334","0.7301334","0.7301334"
"8.78","2555.962","0.7309583","2555.962","0.7309583","0.7309583","0.7309583"
"8.79","2559.069","0.7317917","2559.069","0.7317917","0.7317917","0.7317917"
"8.8","2562.173","0.7326334","2562.173","0.7326334","0.7326334","0.7326334"
"8.81","2565.273","0.7334583","2565.273","0.7334583","0.7334583","0.7334583"
"8.82","2568.373","0.7342917","2568.373","0.7342917","0.7342917","0.7342917"
"8.83","2571.469","0.735125","2571.469","0.735125","0.735125","0.735125"
"8.84","2574.562","0.7359583","2574.562","0.7359583","0.7359583","0.7359583"
"8.85","2577.654","0.7368","2577.654","0.7368","0.7368","0.7368"
"8.86","2580.747","0.737625","2580.747","0.737625","0.737625","0.737625"
"8.87","2583.843","0.7384667","2583.843","0.7384667","0.7384667","0.7384667"
"8.88","2586.94","0.7392917","2586.94","0.7392917","0.7392917","0.7392917"
"8.89","2590.041","0.740125","2590.041","0.740125","0.740125","0.740125"
"8.9","2593.146","0.7409583","2593.146","0.7409583","0.7409583","0.7409583"
"8.91","2596.255","0.7417917","2596.255","0.7417917","0.7417917","0.7417917"
"8.92","2599.37","0.7426167","2599.37","0.7426167","0.7426167","0.7426167"
"8.93","2602.491","0.74345","2602.491","0.74345","0.74345","0.74345"
"8.94","2605.615","0.7442917","2605.615","0.7442917","0.7442917","0.7442917"
"8.95","2608.742","0.745125","2608.742","0.745125","0.745125","0.745125"
"8.96","2611.87","0.7459667","2611.87","0.7459667","0.7459667","0.7459667"
"8.97","2614.998","0.7468","2614.998","0.7468","0.7468","0.7468"
"8.98","2618.126","0.7476333","2618.126","0.7476333","0.7476333","0.7476333"
"8.99","2621.253","0.7484667","2621.253","0.7484667","0.7484667","0.7484667"
"9","2624.381","0.7493","2624.381","0.7493","0.7493","0.7493"
"9.01","2627.509","0.7501333","2627.509","0.7501333","0.7501333","0.7501333"
"9.02","2630.638","0.7509583","2630.638","0.7509583","0.7509583","0.7509583"
"9.03","2633.769","0.7517917","2633.769","0.7517917","0.7517917","0.7517917"
"9.04","2636.901","0.7526167","2636.901","0.7526167","0.7526167","0.7526167"
"9.05","2640.036","0.7534583","2640.036","0.7534583","0.7534583","0.7534583"
"9.06","2643.172","0.7542834","2643.172","0.7542834","0.7542834","0.7542834"
"9.07","2646.308","0.7551167","2646.308","0.7551167","0.7551167","0.7551167"
"9.08","2649.442","0.7559583","2649.442","0.7559583","0.7559583","0.7559583"
"9.09","2652.575","0.7567917","2652.575","0.7567917","0.7567917","0.7567917"
"9.1","2655.707","0.757625","2655.707","0.757625","0.757625","0.757625"
"9.11","2658.836","0.7584583","2658.836","0.7584583","0.7584583","0.7584583"
"9.12","2661.964","0.7593","2661.964","0.7593","0.7593","0.7593"
"9.13","2665.092","0.7601333","2665.092","0.7601333","0.7601333","0.7601333"
"9.14","2668.22","0.7609667","2668.22","0.7609667","0.7609667","0.7609667"
"9.15","2671.352","0.7618","2671.352","0.7618","0.7618","0.7618"
"9.16","2674.488","0.7626333","2674.488","0.7626333","0.7626333","0.7626333"
"9.17","2677.63","0.7634584","2677.63","0.7634584","0.7634584","0.7634584"
"9.18","2680.779","0.7643","2680.779","0.7643","0.7643","0.7643"
"9.19","2683.933","0.7651333","2683.933","0.7651333","0.7651333","0.7651333"
"9.2","2687.091","0.7659584","2687.091","0.7659584","0.7659584","0.7659584"
"9.21","2690.253","0.7667917","2690.253","0.7667917","0.7667917","0.7667917"
"9.22","2693.42","0.7676333","2693.42","0.7676333","0.7676333","0.7676333"
"9.23","2696.59","0.768475","2696.59","0.768475","0.768475","0.768475"
"9.24","2699.763","0.7693083","2699.763","0.7693083","0.7693083","0.7693083"
"9.25","2702.938","0.7701417","2702.938","0.7701417","0.7701417","0.7701417"
"9.26","2706.116","0.7709666","2706.116","0.7709666","0.7709666","0.7709666"
"9.27","2709.295","0.7718","2709.295","0.7718","0.7718","0.7718"
"9.28","2712.475","0.7726333","2712.475","0.7726333","0.7726333","0.7726333"
"9.29","2715.655","0.7734584","2715.655","0.7734584","0.7734584","0.7734584"
"9.3","2718.835","0.7743","2718.835","0.7743","0.7743","0.7743"
"9.31","2722.014","0.7751334","2722.014","0.7751334","0.7751334","0.7751334"
"9.32","2725.192","0.7759584","2725.192","0.7759584","0.7759584","0.7759584"
"9.33","2728.37","0.7767917","2728.37","0.7767917","0.7767917","0.7767917"
"9.34","2731.548","0.777625","2731.548","0.777625","0.777625","0.777625"
"9.35","2734.729","0.7784667","2734.729","0.7784667","0.7784667","0.7784667"
"9.36","2737.913","0.7792917","2737.913","0.7792917","0.7792917","0.7792917"
"9.37","2741.104","0.7801334","2741.104","0.7801334","0.7801334","0.7801334"
"9.38","2744.299","0.7809667","2744.299","0.7809667","0.7809667","0.7809667"
"9.39","2747.498","0.7818","2747.498","0.7818","0.7818","0.7818"
"9.4","2750.702","0.7826334","2750.702","0.7826334","0.7826334","0.7826334"
"9.41","2753.91","0.7834667","2753.91","0.7834668","0.7834667","0.7834668"
"9.42","2757.123","0.7842917","2757.123","0.7842917","0.7842917","0.7842917"
"9.43","2760.34","0.785125","2760.34","0.785125","0.785125","0.785125"
"9.44","2763.558","0.7859667","2763.558","0.7859667","0.7859667","0.7859667"
"9.45","2766.779","0.7867917","2766.779","0.7867916","0.7867917","0.7867916"
"9.46","2770.001","0.787625","2770.001","0.787625","0.787625","0.787625"
"9.47","2773.225","0.7884667","2773.225","0.7884668","0.7884667","0.7884668"
"9.48","2776.448","0.7893","2776.448","0.7893","0.7893","0.7893"
"9.49","2779.67","0.7901417","2779.67","0.7901417","0.7901417","0.7901417"
"9.5","2782.888","0.790975","2782.888","0.790975","0.790975","0.790975"
"9.51","2786.101","0.7918084","2786.101","0.7918084","0.7918084","0.7918084"
"9.52","2789.307","0.7926417","2789.307","0.7926416","0.7926417","0.7926416"
"9.53","2792.506","0.7934667","2792.506","0.7934667","0.7934667","0.7934667"
"9.54","2795.701","0.7943084","2795.701","0.7943084","0.7943084","0.7943084"
"9.55","2798.89","0.7951417","2798.89","0.7951417","0.7951417","0.7951417"
"9.56","2802.074","0.7959667","2802.074","0.7959667","0.7959667","0.7959667"
"9.57","2805.253","0.7968","2805.253","0.7968","0.7968","0.7968"
"9.58","2808.429","0.7976333","2808.429","0.7976333","0.7976333","0.7976333"
"9.59","2811.602","0.7984583","2811.602","0.7984583","0.7984583","0.7984583"
"9.6","2814.771","0.7993","2814.771","0.7993001","0.7993","0.7993001"
"9.61","2817.936","0.8001333","2817.936","0.8001333","0.8001333","0.8001333"
"9.62","2821.095","0.8009667","2821.095","0.8009667","0.8009667","0.8009667"
"9.63","2824.249","0.8018","2824.249","0.8018","0.8018","0.8018"
"9.64","2827.398","0.8026333","2827.398","0.8026333","0.8026333","0.8026333"
"9.65","2830.542","0.8034583","2830.542","0.8034583","0.8034583","0.8034583"
"9.66","2833.684","0.8042917","2833.684","0.8042917","0.8042917","0.8042917"
"9.67","2836.823","0.805125","2836.823","0.805125","0.805125","0.805125"
"9.68","2839.958","0.8059583","2839.958","0.8059584","0.8059583","0.8059584"
"9.69","2843.09","0.8068","2843.09","0.8068","0.8068","0.8068"
"9.7","2846.221","0.807625","2846.221","0.8076249","0.807625","0.8076249"
"9.71","2849.353","0.8084583","2849.353","0.8084583","0.8084583","0.8084583"
"9.72","2852.489","0.8092917","2852.489","0.8092917","0.8092917","0.8092917"
"9.73","2855.629","0.8101166","2855.629","0.8101166","0.8101166","0.8101166"
"9.74","2858.774","0.81095","2858.774","0.81095","0.81095","0.81095"
"9.75","2861.923","0.8117917","2861.923","0.8117917","0.8117917","0.8117917"
"9.76","2865.072","0.812625","2865.072","0.8126249","0.812625","0.8126249"
"9.77","2868.223","0.8134667","2868.223","0.8134667","0.8134667","0.8134667"
"9.78","2871.376","0.8143","2871.376","0.8143001","0.8143","0.8143001"
"9.79","2874.535","0.815125","2874.535","0.815125","0.815125","0.815125"
"9.8","2877.698","0.8159583","2877.698","0.8159583","0.8159583","0.8159583"
"9.81","2880.868","0.8168","2880.868","0.8168","0.8168","0.8168"
"9.82","2884.044","0.8176167","2884.044","0.8176166","0.8176167","0.8176166"
"9.83","2887.226","0.8184583","2887.226","0.8184583","0.8184583","0.8184583"
"9.84","2890.412","0.8192917","2890.412","0.8192917","0.8192917","0.8192917"
"9.85","2893.598","0.820125","2893.598","0.820125","0.820125","0.820125"
"9.86","2896.781","0.8209583","2896.781","0.8209583","0.8209583","0.8209583"
"9.87","2899.959","0.8217834","2899.959","0.8217834","0.8217834","0.8217834"
"9.88","2903.13","0.822625","2903.13","0.8226249","0.822625","0.8226249"
"9.89","2906.293","0.8234583","2906.293","0.8234583","0.8234583","0.8234583"
"9.9","2909.449","0.8242916","2909.449","0.8242916","0.8242916","0.8242916"
"9.91","2912.598","0.825125","2912.598","0.8251251","0.825125","0.8251251"
"9.92","2915.74","0.8259584","2915.74","0.8259583","0.8259584","0.8259583"
"9.93","2918.879","0.8268","2918.879","0.8268","0.8268","0.8268"
"9.94","2922.017","0.8276333","2922.017","0.8276333","0.8276333","0.8276333"
"9.95","2925.156","0.8284667","2925.156","0.8284667","0.8284667","0.8284667"
"9.96","2928.299","0.8292917","2928.299","0.8292917","0.8292917","0.8292917"
"9.97","2931.446","0.830125","2931.446","0.8301251","0.830125","0.8301251"
"9.98","2934.6","0.8309584","2934.6","0.8309584","0.8309584","0.8309584"
"9.99","2937.76","0.8317917","2937.76","0.8317916","0.8317917","0.8317916"
"10","2940.925","0.8326333","2940.925","0.8326333","0.8326333","0.8326333"
"10.01","2944.096","0.8334584","2944.096","0.8334584","0.8334584","0.8334584"
"10.02","2947.271","0.8343","2947.271","0.8343","0.8343","0.8343"
"10.03","2950.451","0.8351333","2950.451","0.8351333","0.8351333","0.8351333"
"10.04","2953.633","0.8359666","2953.633","0.8359667","0.8359666","0.8359667"
"10.05","2956.817","0.8368083","2956.817","0.8368083","0.8368083","0.8368083"
"10.06","2960.002","0.8376334","2960.002","0.8376334","0.8376334","0.8376334"
"10.07","2963.184","0.8384667","2963.184","0.8384668","0.8384667","0.8384668"
"10.08","2966.363","0.8393","2966.363","0.8393001","0.8393","0.8393001"
"10.09","2969.538","0.8401334","2969.538","0.8401333","0.8401334","0.8401333"
"10.1","2972.709","0.8409584","2972.709","0.8409584","0.8409584","0.8409584"
"10.11","2975.877","0.8417917","2975.877","0.8417916","0.8417917","0.8417916"
"10.12","2979.043","0.8426334","2979.043","0.8426334","0.8426334","0.8426334"
"10.13","2982.206","0.8434667","2982.206","0.8434667","0.8434667","0.8434667"
"10.14","2985.366","0.8443","2985.366","0.8443001","0.8443","0.8443001"
"10.15","2988.524","0.845125","2988.524","0.845125","0.845125","0.845125"
"10.16","2991.68","0.845975","2991.68","0.845975","0.845975","0.845975"
"10.17","2994.834","0.8468","2994.834","0.8468","0.8468","0.8468"
"10.18","2997.984","0.8476334","2997.984","0.8476334","0.8476334","0.8476334"
"10.19","3001.13","0.8484667","3001.13","0.8484667","0.8484667","0.8484667"
"10.2","3004.273","0.8493084","3004.273","0.8493084","0.8493084","0.8493084"
"10.21","3007.415","0.8501334","3007.415","0.8501333","0.8501334","0.8501333"
"10.22","3010.558","0.8509667","3010.558","0.8509667","0.8509667","0.8509667"
"10.23","3013.703","0.8518","3013.703","0.8518","0.8518","0.8518"
"10.24","3016.849","0.852625","3016.849","0.852625","0.852625","0.852625"
"10.25","3019.998","0.8534667","3019.998","0.8534667","0.8534667","0.8534667"
"10.26","3023.147","0.8542917","3023.147","0.8542917","0.8542917","0.8542917"
"10.27","3026.297","0.8551334","3026.297","0.8551333","0.8551334","0.8551333"
"10.28","3029.445","0.8559667","3029.445","0.8559667","0.8559667","0.8559667"
"10.29","3032.594","0.8568084","3032.594","0.8568084","0.8568084","0.8568084"
"10.3","3035.745","0.8576417","3035.745","0.8576418","0.8576417","0.8576418"
"10.31","3038.9","0.858475","3038.9","0.858475","0.858475","0.858475"
"10.32","3042.058","0.8593084","3042.058","0.8593084","0.8593084","0.8593084"
"10.33","3045.22","0.8601417","3045.22","0.8601417","0.8601417","0.8601417"
"10.34","3048.383","0.8609667","3048.383","0.8609666","0.8609667","0.8609666"
"10.35","3051.544","0.8618","3051.544","0.8618","0.8618","0.8618"
"10.36","3054.701","0.8626417","3054.701","0.8626418","0.8626417","0.8626418"
"10.37","3057.851","0.8634667","3057.851","0.8634667","0.8634667","0.8634667"
"10.38","3060.993","0.8643","3060.993","0.8643","0.8643","0.8643"
"10.39","3064.126","0.8651333","3064.126","0.8651334","0.8651333","0.8651334"
"10.4","3067.247","0.8659667","3067.247","0.8659666","0.8659667","0.8659666"
"10.41","3070.357","0.8668084","3070.357","0.8668084","0.8668084","0.8668084"
"10.42","3073.457","0.8676333","3073.457","0.8676333","0.8676333","0.8676333"
"10.43","3076.551","0.8684667","3076.551","0.8684667","0.8684667","0.8684667"
"10.44","3079.642","0.8693","3079.642","0.8693","0.8693","0.8693"
"10.45","3082.733","0.8701333","3082.733","0.8701334","0.8701333","0.8701334"
"10.46","3085.825","0.8709667","3085.825","0.8709666","0.8709667","0.8709666"
"10.47","3088.917","0.8718","3088.917","0.8718","0.8718","0.8718"
"10.48","3092.012","0.8726333","3092.012","0.8726333","0.8726333","0.8726333"
"10.49","3095.108","0.8734583","3095.108","0.8734583","0.8734583","0.8734583"
"10.5","3098.21","0.8743","3098.21","0.8743","0.8743","0.8743"
"10.51","3101.317","0.8751333","3101.317","0.8751334","0.8751333","0.8751334"
"10.52","3104.431","0.8759583","3104.431","0.8759583","0.8759583","0.8759583"
"10.53","3107.549","0.8767917","3107.549","0.8767917","0.8767917","0.8767917"
"10.54","3110.673","0.877625","3110.673","0.877625","0.877625","0.877625"
"10.55","3113.8","0.8784667","3113.8","0.8784667","0.8784667","0.8784667"
"10.56","3116.929","0.8793","3116.929","0.8793","0.8793","0.8793"
"10.57","3120.059","0.8801417","3120.059","0.8801417","0.8801417","0.8801417"
"10.58","3123.193","0.8809667","3123.193","0.8809667","0.8809667","0.8809667"
"10.59","3126.33","0.8818","3126.33","0.8817999","0.8818","0.8817999"
"10.6","3129.47","0.8826417","3129.47","0.8826417","0.8826417","0.8826417"
"10.61","3132.613","0.8834667","3132.613","0.8834667","0.8834667","0.8834667"
"10.62","3135.757","0.8843","3135.757","0.8843","0.8843","0.8843"
"10.63","3138.899","0.885125","3138.899","0.885125","0.885125","0.885125"
"10.64","3142.035","0.8859583","3142.035","0.8859583","0.8859583","0.8859583"
"10.65","3145.164","0.886775","3145.164","0.886775","0.886775","0.886775"
"10.66","3148.283","0.887625","3148.283","0.887625","0.887625","0.887625"
"10.67","3151.394","0.88845","3151.394","0.8884501","0.88845","0.8884501"
"10.68","3154.498","0.8892834","3154.498","0.8892833","0.8892834","0.8892833"
"10.69","3157.594","0.8901333","3157.594","0.8901333","0.8901333","0.8901333"
"10.7","3160.684","0.8909584","3160.684","0.8909584","0.8909584","0.8909584"
"10.71","3163.771","0.8917917","3163.771","0.8917916","0.8917917","0.8917916"
"10.72","3166.857","0.892625","3166.857","0.892625","0.892625","0.892625"
"10.73","3169.943","0.8934584","3169.943","0.8934584","0.8934584","0.8934584"
