"1 _ 1",,,
"时间","载荷","行程","位移"
"sec","N","mm","mm"
"338.29","774.644","112.7591","112.7591"
"338.3","774.6348","112.7624","112.7624"
"338.31","774.625","112.7658","112.7658"
"338.32","774.6158","112.7691","112.7691"
"338.33","774.6082","112.7724","112.7724"
"338.34","774.6024","112.7758","112.7758"
"338.35","774.5992","112.7791","112.7791"
"338.36","774.5978","112.7824","112.7824"
"338.37","774.5972","112.7858","112.7858"
"338.38","774.5976","112.7891","112.7891"
"338.39","774.5984","112.7925","112.7925"
"338.4","774.5994","112.7958","112.7958"
"338.41","774.5996","112.7991","112.7991"
"338.42","774.5986","112.8025","112.8025"
"338.43","774.5974","112.8058","112.8058"
"338.44","774.597","112.8091","112.8091"
"338.45","774.5986","112.8125","112.8125"
"338.46","774.6016","112.8158","112.8158"
"338.47","774.6046","112.8191","112.8191"
"338.48","774.6068","112.8224","112.8224"
"338.49","774.607","112.8257","112.8257"
"338.5","774.6048","112.8291","112.8291"
"338.51","774.6","112.8324","112.8324"
"338.52","774.593","112.8357","112.8357"
"338.53","774.5854","112.8391","112.8391"
"338.54","774.578","112.8424","112.8424"
"338.55","774.5722","112.8458","112.8458"
"338.56","774.569","112.8491","112.8491"
"338.57","774.5682","112.8525","112.8525"
"338.58","774.571","112.8558","112.8558"
"338.59","774.5764","112.8591","112.8591"
"338.6","774.5836","112.8625","112.8625"
"338.61","774.5918","112.8658","112.8658"
"338.62","774.6","112.8691","112.8691"
"338.63","774.607","112.8725","112.8725"
"338.64","774.6124","112.8758","112.8758"
"338.65","774.616","112.8791","112.8791"
"338.66","774.6187","112.8825","112.8825"
"338.67","774.6212","112.8858","112.8858"
"338.68","774.6236","112.8891","112.8891"
"338.69","774.6258","112.8924","112.8924"
"338.7","774.6264","112.8958","112.8958"
"338.71","774.6256","112.8991","112.8991"
"338.72","774.6238","112.9024","112.9024"
"338.73","774.6216","112.9058","112.9058"
"338.74","774.6188","112.9091","112.9091"
"338.75","774.6154","112.9125","112.9125"
"338.76","774.6118","112.9158","112.9158"
"338.77","774.6082","112.9191","112.9191"
"338.78","774.6044","112.9225","112.9225"
"338.79","774.6006","112.9258","112.9258"
"338.8","774.5988","112.9291","112.9291"
"338.81","774.5986","112.9325","112.9325"
"338.82","774.6","112.9358","112.9358"
"338.83","774.6032","112.9391","112.9391"
"338.84","774.6078","112.9424","112.9424"
"338.85","774.6114","112.9458","112.9458"
"338.86","774.6126","112.9491","112.9491"
"338.87","774.6126","112.9524","112.9524"
"338.88","774.6136","112.9557","112.9557"
"338.89","774.6176","112.9591","112.9591"
"338.9","774.6244","112.9624","112.9624"
"338.91","774.6324","112.9657","112.9657"
"338.92","774.6408","112.9691","112.9691"
"338.93","774.648","112.9724","112.9724"
"338.94","774.6536","112.9758","112.9758"
"338.95","774.6568","112.9791","112.9791"
"338.96","774.6582","112.9825","112.9825"
"338.97","774.6566","112.9858","112.9858"
"338.98","774.6528","112.9891","112.9891"
"338.99","774.6472","112.9925","112.9925"
"339","774.6396","112.9958","112.9958"
"339.01","774.6304","112.9992","112.9992"
"339.02","774.621","113.0025","113.0025"
"339.03","774.612","113.0058","113.0058"
"339.04","774.6044","113.0091","113.0091"
"339.05","774.5986","113.0125","113.0125"
"339.06","774.5946","113.0158","113.0158"
"339.07","774.5924","113.0191","113.0191"
"339.08","774.5914","113.0225","113.0225"
"339.09","774.5906","113.0258","113.0258"
"339.1","774.5896","113.0291","113.0291"
"339.11","774.588","113.0324","113.0324"
"339.12","774.5864","113.0358","113.0358"
"339.13","774.5852","113.0391","113.0391"
"339.14","774.585","113.0424","113.0424"
"339.15","774.5864","113.0458","113.0458"
"339.16","774.5902","113.0491","113.0491"
"339.17","774.595","113.0525","113.0525"
"339.18","774.6","113.0558","113.0558"
"339.19","774.604","113.0591","113.0591"
"339.2","774.6058","113.0625","113.0625"
"339.21","774.6056","113.0658","113.0658"
"339.22","774.6038","113.0691","113.0691"
"339.23","774.601","113.0724","113.0724"
"339.24","774.5974","113.0758","113.0758"
"339.25","774.5938","113.0791","113.0791"
"339.26","774.59","113.0824","113.0824"
"339.27","774.5866","113.0857","113.0857"
"339.28","774.5836","113.0891","113.0891"
"339.29","774.5802","113.0924","113.0924"
"339.3","774.5752","113.0957","113.0957"
"339.31","774.5682","113.0991","113.0991"
"339.32","774.5596","113.1024","113.1024"
"339.33","774.549","113.1058","113.1058"
"339.34","774.536","113.1091","113.1091"
"339.35","774.522","113.1125","113.1125"
"339.36","774.5084","113.1158","113.1158"
"339.37","774.4972","113.1191","113.1191"
"339.38","774.49","113.1225","113.1225"
"339.39","774.4872","113.1258","113.1258"
"339.4","774.4884","113.1292","113.1292"
"339.41","774.4926","113.1325","113.1325"
"339.42","774.498","113.1358","113.1358"
"339.43","774.5028","113.1392","113.1392"
"339.44","774.5068","113.1425","113.1425"
"339.45","774.5106","113.1458","113.1458"
"339.46","774.5144","113.1491","113.1491"
"339.47","774.5186","113.1524","113.1524"
"339.48","774.522","113.1558","113.1558"
"339.49","774.5247","113.1591","113.1591"
"339.5","774.527","113.1624","113.1624"
"339.51","774.5282","113.1658","113.1658"
"339.52","774.5284","113.1691","113.1691"
"339.53","774.5276","113.1724","113.1724"
"339.54","774.5276","113.1758","113.1758"
"339.55","774.5288","113.1791","113.1791"
"339.56","774.5308","113.1824","113.1824"
"339.57","774.5322","113.1858","113.1858"
"339.58","774.5316","113.1891","113.1891"
"339.59","774.5284","113.1924","113.1924"
"339.6","774.5226","113.1958","113.1958"
"339.61","774.5132","113.1991","113.1991"
"339.62","774.5008","113.2025","113.2025"
"339.63","774.4872","113.2058","113.2058"
"339.64","774.4738","113.2091","113.2091"
"339.65","774.4626","113.2124","113.2124"
"339.66","774.455","113.2158","113.2158"
"339.67","774.4508","113.2191","113.2191"
"339.68","774.4488","113.2224","113.2224"
"339.69","774.448","113.2257","113.2257"
"339.7","774.4482","113.2291","113.2291"
"339.71","774.4494","113.2324","113.2324"
"339.72","774.4516","113.2358","113.2358"
"339.73","774.455","113.2391","113.2391"
"339.74","774.4594","113.2425","113.2425"
"339.75","774.465","113.2458","113.2458"
"339.76","774.4706","113.2491","113.2491"
"339.77","774.4746","113.2525","113.2525"
"339.78","774.4762","113.2558","113.2558"
"339.79","774.4754","113.2592","113.2592"
"339.8","774.472","113.2625","113.2625"
"339.81","774.4672","113.2658","113.2658"
"339.82","774.4636","113.2692","113.2692"
"339.83","774.4622","113.2725","113.2725"
"339.84","774.4628","113.2758","113.2758"
"339.85","774.4648","113.2791","113.2791"
"339.86","774.4672","113.2824","113.2824"
"339.87","774.4698","113.2858","113.2858"
"339.88","774.472","113.2891","113.2891"
"339.89","774.4734","113.2924","113.2924"
"339.9","774.475","113.2957","113.2957"
"339.91","774.4762","113.2991","113.2991"
"339.92","774.475","113.3024","113.3024"
"339.93","774.4716","113.3058","113.3058"
"339.94","774.467","113.3091","113.3091"
"339.95","774.4624","113.3125","113.3125"
"339.96","774.4588","113.3158","113.3158"
"339.97","774.4572","113.3191","113.3191"
"339.98","774.4578","113.3225","113.3225"
"339.99","774.4602","113.3258","113.3258"
"340","774.4644","113.3291","113.3291"
"340.01","774.4688","113.3325","113.3325"
"340.02","774.4726","113.3358","113.3358"
"340.03","774.4746","113.3391","113.3391"
"340.04","774.4744","113.3425","113.3425"
"340.05","774.4702","113.3458","113.3458"
"340.06","774.4626","113.3491","113.3491"
"340.07","774.4532","113.3524","113.3524"
"340.08","774.4432","113.3558","113.3558"
"340.09","774.4338","113.3591","113.3591"
"340.1","774.4254","113.3624","113.3624"
"340.11","774.4182","113.3657","113.3657"
"340.12","774.411","113.3691","113.3691"
"340.13","774.4022","113.3724","113.3724"
"340.14","774.3912","113.3758","113.3758"
"340.15","774.3792","113.3791","113.3791"
"340.16","774.366","113.3825","113.3825"
"340.17","774.352","113.3858","113.3858"
"340.18","774.3378","113.3891","113.3891"
"340.19","774.3248","113.3925","113.3925"
"340.2","774.3138","113.3958","113.3958"
"340.21","774.3046","113.3992","113.3992"
"340.22","774.2972","113.4025","113.4025"
"340.23","774.2908","113.4058","113.4058"
"340.24","774.2842","113.4091","113.4091"
"340.25","774.2786","113.4125","113.4125"
"340.26","774.2758","113.4158","113.4158"
"340.27","774.277","113.4191","113.4191"
"340.28","774.2818","113.4224","113.4224"
"340.29","774.2892","113.4258","113.4258"
"340.3","774.2978","113.4291","113.4291"
"340.31","774.3068","113.4324","113.4324"
"340.32","774.3154","113.4358","113.4358"
"340.33","774.3222","113.4391","113.4391"
"340.34","774.3274","113.4425","113.4425"
"340.35","774.3308","113.4458","113.4458"
"340.36","774.3328","113.4491","113.4491"
"340.37","774.3338","113.4525","113.4525"
"340.38","774.3346","113.4558","113.4558"
"340.39","774.3352","113.4591","113.4591"
"340.4","774.336","113.4625","113.4625"
"340.41","774.336","113.4658","113.4658"
"340.42","774.3342","113.4692","113.4692"
"340.43","774.3308","113.4725","113.4725"
"340.44","774.327","113.4758","113.4758"
"340.45","774.3244","113.4791","113.4791"
"340.46","774.3242","113.4824","113.4824"
"340.47","774.3268","113.4857","113.4857"
"340.48","774.3296","113.4891","113.4891"
"340.49","774.3306","113.4924","113.4924"
"340.5","774.3286","113.4957","113.4957"
"340.51","774.323","113.4991","113.4991"
"340.52","774.3142","113.5024","113.5024"
"340.53","774.3026","113.5058","113.5058"
"340.54","774.2882","113.5091","113.5091"
"340.55","774.2716","113.5125","113.5125"
"340.56","774.2542","113.5158","113.5158"
"340.57","774.2386","113.5191","113.5191"
"340.58","774.2268","113.5225","113.5225"
"340.59","774.2198","113.5258","113.5258"
"340.6","774.2182","113.5292","113.5292"
"340.61","774.2212","113.5325","113.5325"
"340.62","774.2276","113.5358","113.5358"
"340.63","774.2354","113.5392","113.5392"
"340.64","774.2432","113.5425","113.5425"
"340.65","774.2504","113.5458","113.5458"
"340.66","774.2584","113.5491","113.5491"
"340.67","774.2678","113.5525","113.5525"
"340.68","774.2778","113.5558","113.5558"
"340.69","774.2868","113.5591","113.5591"
"340.7","774.2944","113.5624","113.5624"
"340.71","774.3006","113.5658","113.5658"
"340.72","774.305","113.5691","113.5691"
"340.73","774.307","113.5724","113.5724"
"340.74","774.3068","113.5758","113.5758"
"340.75","774.3042","113.5791","113.5791"
"340.76","774.3","113.5825","113.5825"
"340.77","774.2954","113.5858","113.5858"
"340.78","774.2904","113.5891","113.5891"
"340.79","774.285","113.5925","113.5925"
"340.8","774.2784","113.5958","113.5958"
"340.81","774.2706","113.5991","113.5991"
"340.82","774.2616","113.6025","113.6025"
"340.83","774.2518","113.6058","113.6058"
"340.84","774.2416","113.6091","113.6091"
"340.85","774.2308","113.6124","113.6124"
"340.86","774.2195","113.6158","113.6158"
"340.87","774.208","113.6191","113.6191"
"340.88","774.1956","113.6224","113.6224"
"340.89","774.183","113.6257","113.6257"
"340.9","774.1712","113.6291","113.6291"
"340.91","774.1606","113.6324","113.6324"
"340.92","774.1512","113.6357","113.6357"
"340.93","774.1434","113.6391","113.6391"
"340.94","774.137","113.6424","113.6424"
"340.95","774.1316","113.6458","113.6458"
"340.96","774.1266","113.6491","113.6491"
"340.97","774.1214","113.6525","113.6525"
"340.98","774.1158","113.6558","113.6558"
"340.99","774.1098","113.6591","113.6591"
"341","774.1044","113.6625","113.6625"
"341.01","774.1008","113.6658","113.6658"
"341.02","774.0992","113.6692","113.6692"
"341.03","774.0999","113.6725","113.6725"
"341.04","774.1014","113.6758","113.6758"
"341.05","774.1036","113.6791","113.6791"
"341.06","774.1062","113.6824","113.6824"
"341.07","774.1094","113.6858","113.6858"
"341.08","774.1138","113.6891","113.6891"
"341.09","774.1182","113.6924","113.6924"
"341.1","774.121","113.6958","113.6958"
"341.11","774.1206","113.6991","113.6991"
"341.12","774.1156","113.7024","113.7024"
"341.13","774.1084","113.7058","113.7058"
"341.14","774.1002","113.7091","113.7091"
"341.15","774.092","113.7125","113.7125"
"341.16","774.0832","113.7158","113.7158"
"341.17","774.074","113.7191","113.7191"
"341.18","774.0646","113.7225","113.7225"
"341.19","774.0556","113.7258","113.7258"
"341.2","774.0476","113.7291","113.7291"
"341.21","774.0412","113.7325","113.7325"
"341.22","774.0358","113.7358","113.7358"
"341.23","774.0302","113.7391","113.7391"
"341.24","774.024","113.7424","113.7424"
"341.25","774.0176","113.7458","113.7458"
"341.26","774.0108","113.7491","113.7491"
"341.27","774.0036","113.7524","113.7524"
"341.28","773.9968","113.7557","113.7557"
"341.29","773.99","113.7591","113.7591"
"341.3","773.9836","113.7624","113.7624"
"341.31","773.9786","113.7657","113.7657"
"341.32","773.9756","113.7691","113.7691"
"341.33","773.9736","113.7724","113.7724"
"341.34","773.9722","113.7758","113.7758"
"341.35","773.9718","113.7791","113.7791"
"341.36","773.9716","113.7825","113.7825"
"341.37","773.9716","113.7858","113.7858"
"341.38","773.973","113.7892","113.7892"
"341.39","773.9758","113.7925","113.7925"
"341.4","773.9796","113.7959","113.7959"
"341.41","773.9828","113.7992","113.7992"
"341.42","773.985","113.8025","113.8025"
"341.43","773.9868","113.8058","113.8058"
"341.44","773.989","113.8092","113.8092"
"341.45","773.992","113.8125","113.8125"
"341.46","773.9948","113.8158","113.8158"
"341.47","773.9974","113.8191","113.8191"
"341.48","774","113.8224","113.8224"
"341.49","774.0032","113.8258","113.8258"
"341.5","774.0072","113.8291","113.8291"
"341.51","774.0124","113.8324","113.8324"
"341.52","774.0198","113.8358","113.8358"
"341.53","774.0294","113.8391","113.8391"
"341.54","774.0404","113.8425","113.8425"
"341.55","774.0515","113.8458","113.8458"
"341.56","774.062","113.8491","113.8491"
"341.57","774.0714","113.8525","113.8525"
"341.58","774.078","113.8558","113.8558"
"341.59","774.081","113.8591","113.8591"
"341.6","774.0804","113.8624","113.8624"
"341.61","774.0768","113.8658","113.8658"
"341.62","774.0704","113.8691","113.8691"
"341.63","774.0622","113.8725","113.8725"
"341.64","774.054","113.8758","113.8758"
"341.65","774.047","113.8791","113.8791"
"341.66","774.0416","113.8824","113.8824"
"341.67","774.0378","113.8857","113.8857"
"341.68","774.0358","113.8891","113.8891"
"341.69","774.0358","113.8924","113.8924"
"341.7","774.0376","113.8957","113.8957"
"341.71","774.0392","113.8991","113.8991"
"341.72","774.0402","113.9024","113.9024"
"341.73","774.0408","113.9058","113.9058"
"341.74","774.0404","113.9091","113.9091"
"341.75","774.0392","113.9125","113.9125"
"341.76","774.0394","113.9158","113.9158"
"341.77","774.0422","113.9192","113.9192"
"341.78","774.0482","113.9225","113.9225"
"341.79","774.0566","113.9258","113.9258"
"341.8","774.0658","113.9292","113.9292"
"341.81","774.0734","113.9325","113.9325"
"341.82","774.0768","113.9358","113.9358"
"341.83","774.0752","113.9392","113.9392"
"341.84","774.069","113.9425","113.9425"
"341.85","774.0604","113.9458","113.9458"
"341.86","774.052","113.9491","113.9491"
"341.87","774.0454","113.9525","113.9525"
"341.88","774.0402","113.9558","113.9558"
"341.89","774.0354","113.9591","113.9591"
"341.9","774.031","113.9624","113.9624"
"341.91","774.0272","113.9658","113.9658"
"341.92","774.0242","113.9691","113.9691"
"341.93","774.022","113.9724","113.9724"
"341.94","774.0208","113.9758","113.9758"
"341.95","774.0192","113.9791","113.9791"
"341.96","774.0161","113.9825","113.9825"
"341.97","774.0102","113.9858","113.9858"
"341.98","774.0034","113.9891","113.9891"
"341.99","773.9982","113.9925","113.9925"
"342","773.9964","113.9958","113.9958"
"342.01","773.9974","113.9992","113.9992"
"342.02","774.0002","114.0025","114.0025"
"342.03","774.0042","114.0058","114.0058"
"342.04","774.0085","114.0091","114.0091"
"342.05","774.0128","114.0124","114.0124"
"342.06","774.0164","114.0158","114.0158"
"342.07","774.0194","114.0191","114.0191"
"342.08","774.022","114.0224","114.0224"
"342.09","774.0248","114.0257","114.0257"
"342.1","774.0286","114.0291","114.0291"
"342.11","774.033","114.0324","114.0324"
"342.12","774.038","114.0357","114.0357"
"342.13","774.0434","114.0391","114.0391"
"342.14","774.0494","114.0424","114.0424"
"342.15","774.0568","114.0458","114.0458"
"342.16","774.064","114.0491","114.0491"
"342.17","774.071","114.0525","114.0525"
"342.18","774.0764","114.0558","114.0558"
"342.19","774.0792","114.0592","114.0592"
"342.2","774.0784","114.0625","114.0625"
"342.21","774.0738","114.0658","114.0658"
"342.22","774.0656","114.0692","114.0692"
"342.23","774.0554","114.0725","114.0725"
"342.24","774.0436","114.0758","114.0758"
"342.25","774.0308","114.0791","114.0791"
"342.26","774.0176","114.0825","114.0825"
"342.27","774.0044","114.0858","114.0858"
"342.28","773.991","114.0891","114.0891"
"342.29","773.977","114.0924","114.0924"
"342.3","773.9624","114.0957","114.0957"
"342.31","773.9474","114.0991","114.0991"
"342.32","773.932","114.1024","114.1024"
"342.33","773.9164","114.1058","114.1058"
"342.34","773.9006","114.1091","114.1091"
"342.35","773.8862","114.1125","114.1125"
"342.36","773.875","114.1158","114.1158"
"342.37","773.8682","114.1191","114.1191"
"342.38","773.8668","114.1225","114.1225"
"342.39","773.8702","114.1258","114.1258"
"342.4","773.877","114.1291","114.1291"
"342.41","773.8846","114.1325","114.1325"
"342.42","773.8912","114.1358","114.1358"
"342.43","773.8956","114.1392","114.1392"
"342.44","773.8976","114.1425","114.1425"
"342.45","773.8974","114.1458","114.1458"
"342.46","773.8965","114.1491","114.1491"
"342.47","773.8964","114.1524","114.1524"
"342.48","773.8982","114.1558","114.1558"
"342.49","773.9032","114.1591","114.1591"
"342.5","773.9118","114.1624","114.1624"
"342.51","773.924","114.1657","114.1657"
"342.52","773.9394","114.1691","114.1691"
"342.53","773.9564","114.1724","114.1724"
"342.54","773.9722","114.1758","114.1758"
"342.55","773.9846","114.1791","114.1791"
"342.56","773.9928","114.1825","114.1825"
"342.57","773.9968","114.1858","114.1858"
"342.58","773.998","114.1891","114.1891"
"342.59","773.9968","114.1925","114.1925"
"342.6","773.9936","114.1958","114.1958"
"342.61","773.9888","114.1992","114.1992"
"342.62","773.984","114.2025","114.2025"
"342.63","773.9804","114.2058","114.2058"
"342.64","773.9772","114.2092","114.2092"
"342.65","773.9742","114.2125","114.2125"
"342.66","773.9706","114.2158","114.2158"
"342.67","773.9662","114.2191","114.2191"
"342.68","773.9608","114.2224","114.2224"
"342.69","773.9548","114.2258","114.2258"
"342.7","773.948","114.2291","114.2291"
"342.71","773.9408","114.2324","114.2324"
"342.72","773.9322","114.2357","114.2357"
"342.73","773.9222","114.2391","114.2391"
"342.74","773.9112","114.2424","114.2424"
"342.75","773.9016","114.2458","114.2458"
"342.76","773.8936","114.2491","114.2491"
"342.77","773.8884","114.2525","114.2525"
"342.78","773.886","114.2558","114.2558"
"342.79","773.8864","114.2591","114.2591"
"342.8","773.8896","114.2625","114.2625"
"342.81","773.894","114.2658","114.2658"
"342.82","773.899","114.2691","114.2691"
"342.83","773.9038","114.2725","114.2725"
"342.84","773.9092","114.2758","114.2758"
"342.85","773.9158","114.2791","114.2791"
"342.86","773.9234","114.2824","114.2824"
"342.87","773.9308","114.2858","114.2858"
"342.88","773.9374","114.2891","114.2891"
"342.89","773.9442","114.2924","114.2924"
"342.9","773.9522","114.2957","114.2957"
"342.91","773.9618","114.2991","114.2991"
"342.92","773.9726","114.3024","114.3024"
"342.93","773.9838","114.3058","114.3058"
"342.94","773.9944","114.3091","114.3091"
"342.95","774.0034","114.3124","114.3124"
"342.96","774.0098","114.3158","114.3158"
"342.97","774.0126","114.3191","114.3191"
"342.98","774.0116","114.3225","114.3225"
"342.99","774.0078","114.3258","114.3258"
"343","774.0032","114.3292","114.3292"
"343.01","773.9988","114.3325","114.3325"
"343.02","773.9954","114.3358","114.3358"
"343.03","773.9922","114.3392","114.3392"
"343.04","773.989","114.3425","114.3425"
"343.05","773.9856","114.3458","114.3458"
"343.06","773.9836","114.3491","114.3491"
"343.07","773.9824","114.3524","114.3524"
"343.08","773.9806","114.3558","114.3558"
"343.09","773.977","114.3591","114.3591"
"343.1","773.9706","114.3624","114.3624"
"343.11","773.962","114.3658","114.3658"
"343.12","773.9534","114.3691","114.3691"
"343.13","773.9466","114.3724","114.3724"
"343.14","773.9426","114.3758","114.3758"
"343.15","773.9416","114.3791","114.3791"
"343.16","773.9424","114.3825","114.3825"
"343.17","773.9434","114.3858","114.3858"
"343.18","773.9436","114.3892","114.3892"
"343.19","773.9432","114.3925","114.3925"
"343.2","773.943","114.3958","114.3958"
"343.21","773.943","114.3991","114.3991"
"343.22","773.9424","114.4025","114.4025"
"343.23","773.9408","114.4058","114.4058"
"343.24","773.9384","114.4091","114.4091"
"343.25","773.9362","114.4124","114.4124"
"343.26","773.9346","114.4157","114.4157"
"343.27","773.9342","114.4191","114.4191"
"343.28","773.9352","114.4224","114.4224"
"343.29","773.9373","114.4257","114.4257"
"343.3","773.9398","114.4291","114.4291"
"343.31","773.9434","114.4324","114.4324"
"343.32","773.9476","114.4357","114.4357"
"343.33","773.9518","114.4391","114.4391"
"343.34","773.9556","114.4424","114.4424"
"343.35","773.9596","114.4458","114.4458"
"343.36","773.9642","114.4491","114.4491"
"343.37","773.9696","114.4525","114.4525"
"343.38","773.975","114.4558","114.4558"
"343.39","773.9808","114.4592","114.4592"
"343.4","773.989","114.4625","114.4625"
"343.41","774","114.4658","114.4658"
"343.42","774.0122","114.4692","114.4692"
"343.43","774.0232","114.4725","114.4725"
"343.44","774.032","114.4758","114.4758"
"343.45","774.0388","114.4791","114.4791"
"343.46","774.0442","114.4825","114.4825"
"343.47","774.049","114.4858","114.4858"
"343.48","774.053","114.4891","114.4891"
"343.49","774.0548","114.4924","114.4924"
"343.5","774.053","114.4958","114.4958"
"343.51","774.0476","114.4991","114.4991"
"343.52","774.0386","114.5024","114.5024"
"343.53","774.027","114.5058","114.5058"
"343.54","774.0132","114.5091","114.5091"
"343.55","773.9966","114.5125","114.5125"
"343.56","773.9786","114.5158","114.5158"
"343.57","773.9624","114.5191","114.5191"
"343.58","773.951","114.5225","114.5225"
"343.59","773.9458","114.5258","114.5258"
"343.6","773.946","114.5291","114.5291"
"343.61","773.951","114.5325","114.5325"
"343.62","773.9592","114.5358","114.5358"
"343.63","773.97","114.5391","114.5391"
"343.64","773.9814","114.5424","114.5424"
"343.65","773.9916","114.5458","114.5458"
"343.66","773.9988","114.5491","114.5491"
"343.67","774.0032","114.5524","114.5524"
"343.68","774.006","114.5558","114.5558"
"343.69","774.0088","114.5591","114.5591"
"343.7","774.0126","114.5624","114.5624"
"343.71","774.0164","114.5657","114.5657"
"343.72","774.0194","114.5691","114.5691"
"343.73","774.0204","114.5724","114.5724"
"343.74","774.0198","114.5758","114.5758"
"343.75","774.0188","114.5791","114.5791"
"343.76","774.018","114.5825","114.5825"
"343.77","774.0176","114.5858","114.5858"
"343.78","774.0172","114.5892","114.5892"
"343.79","774.0168","114.5925","114.5925"
"343.8","774.0174","114.5958","114.5958"
"343.81","774.0202","114.5992","114.5992"
"343.82","774.027","114.6025","114.6025"
"343.83","774.038","114.6058","114.6058"
"343.84","774.0528","114.6091","114.6091"
"343.85","774.0688","114.6125","114.6125"
"343.86","774.0847","114.6158","114.6158"
"343.87","774.0976","114.6191","114.6191"
"343.88","774.1066","114.6225","114.6225"
"343.89","774.1114","114.6258","114.6258"
"343.9","774.1134","114.6291","114.6291"
"343.91","774.113","114.6324","114.6324"
"343.92","774.11","114.6358","114.6358"
"343.93","774.1044","114.6391","114.6391"
"343.94","774.0968","114.6424","114.6424"
"343.95","774.0874","114.6458","114.6458"
"343.96","774.076","114.6491","114.6491"
"343.97","774.064","114.6525","114.6525"
"343.98","774.0534","114.6558","114.6558"
"343.99","774.0454","114.6591","114.6591"
"344","774.0394","114.6625","114.6625"
"344.01","774.0346","114.6658","114.6658"
"344.02","774.031","114.6691","114.6691"
"344.03","774.0296","114.6725","114.6725"
"344.04","774.0314","114.6758","114.6758"
"344.05","774.0358","114.6791","114.6791"
"344.06","774.0422","114.6824","114.6824"
"344.07","774.0492","114.6858","114.6858"
"344.08","774.0564","114.6891","114.6891"
"344.09","774.0628","114.6924","114.6924"
"344.1","774.0676","114.6957","114.6957"
"344.11","774.07","114.6991","114.6991"
"344.12","774.0684","114.7024","114.7024"
"344.13","774.0624","114.7058","114.7058"
"344.14","774.053","114.7091","114.7091"
"344.15","774.0417","114.7125","114.7125"
"344.16","774.0308","114.7158","114.7158"
"344.17","774.0216","114.7191","114.7191"
"344.18","774.0162","114.7225","114.7225"
"344.19","774.014","114.7258","114.7258"
"344.2","774.0142","114.7292","114.7292"
"344.21","774.0152","114.7325","114.7325"
"344.22","774.0161","114.7358","114.7358"
"344.23","774.0162","114.7392","114.7392"
"344.24","774.0168","114.7425","114.7425"
"344.25","774.0198","114.7458","114.7458"
"344.26","774.025","114.7491","114.7491"
"344.27","774.0326","114.7524","114.7524"
"344.28","774.0417","114.7558","114.7558"
"344.29","774.0518","114.7591","114.7591"
"344.3","774.0606","114.7624","114.7624"
"344.31","774.0682","114.7658","114.7658"
"344.32","774.074","114.7691","114.7691"
"344.33","774.078","114.7724","114.7724"
"344.34","774.081","114.7758","114.7758"
"344.35","774.084","114.7791","114.7791"
"344.36","774.086","114.7825","114.7825"
"344.37","774.0858","114.7858","114.7858"
"344.38","774.0826","114.7891","114.7891"
"344.39","774.0764","114.7925","114.7925"
"344.4","774.0678","114.7958","114.7958"
"344.41","774.0572","114.7991","114.7991"
"344.42","774.0446","114.8025","114.8025"
"344.43","774.0308","114.8058","114.8058"
"344.44","774.0172","114.8091","114.8091"
"344.45","774.0048","114.8125","114.8125"
"344.46","773.9936","114.8158","114.8158"
"344.47","773.9828","114.8191","114.8191"
"344.48","773.9724","114.8224","114.8224"
"344.49","773.9622","114.8257","114.8257"
"344.5","773.953","114.8291","114.8291"
"344.51","773.9442","114.8324","114.8324"
"344.52","773.9358","114.8357","114.8357"
"344.53","773.9282","114.8391","114.8391"
"344.54","773.9218","114.8424","114.8424"
"344.55","773.9182","114.8458","114.8458"
"344.56","773.9182","114.8491","114.8491"
"344.57","773.9212","114.8525","114.8525"
"344.58","773.9256","114.8558","114.8558"
"344.59","773.9312","114.8592","114.8592"
"344.6","773.9374","114.8625","114.8625"
"344.61","773.9454","114.8658","114.8658"
"344.62","773.9548","114.8692","114.8692"
"344.63","773.9638","114.8725","114.8725"
"344.64","773.972","114.8758","114.8758"
"344.65","773.9796","114.8791","114.8791"
"344.66","773.9868","114.8825","114.8825"
"344.67","773.9928","114.8858","114.8858"
"344.68","773.9976","114.8891","114.8891"
"344.69","774.0016","114.8924","114.8924"
"344.7","774.006","114.8958","114.8958"
"344.71","774.0104","114.8991","114.8991"
"344.72","774.014","114.9024","114.9024"
"344.73","774.0168","114.9058","114.9058"
"344.74","774.019","114.9091","114.9091"
"344.75","774.0208","114.9125","114.9125"
"344.76","774.0212","114.9158","114.9158"
"344.77","774.02","114.9191","114.9191"
"344.78","774.018","114.9225","114.9225"
"344.79","774.0156","114.9258","114.9258"
"344.8","774.0132","114.9291","114.9291"
"344.81","774.011","114.9325","114.9325"
"344.82","774.0096","114.9358","114.9358"
"344.83","774.009","114.9391","114.9391"
"344.84","774.008","114.9425","114.9425"
"344.85","774.006","114.9458","114.9458"
"344.86","774.0031","114.9491","114.9491"
"344.87","773.9988","114.9524","114.9524"
"344.88","773.9938","114.9558","114.9558"
"344.89","773.989","114.9591","114.9591"
"344.9","773.986","114.9624","114.9624"
"344.91","773.9838","114.9657","114.9657"
"344.92","773.9816","114.9691","114.9691"
"344.93","773.979","114.9724","114.9724"
"344.94","773.975","114.9758","114.9758"
"344.95","773.97","114.9791","114.9791"
"344.96","773.9658","114.9825","114.9825"
"344.97","773.9632","114.9858","114.9858"
"344.98","773.9624","114.9892","114.9892"
"344.99","773.9632","114.9925","114.9925"
"345","773.9646","114.9958","114.9958"
