"1 _ 1",,,,,,"2 _ 3",,,,,,"3 _ 1",,,,,
"时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)","时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)","时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)"
"sec","N","mm","mm","%","%","sec","N","mm","mm","%","%","sec","N","mm","mm","%","%"
"3.05","814.986","0.05058333","0.005457","0.010914","0.09196969","3.05","1373.015","0.050725","0.0078962","0.0157924","0.09222727","3.05","1338.646","0.05060833","0.0078305","0.015661","0.09201515"
"3.06","816.9458","0.05075","0.0054701","0.0109402","0.09227274","3.06","1375.694","0.05089167","0.0079216","0.0158432","0.0925303","3.06","1341.308","0.050775","0.0078599","0.0157198","0.09231818"
"3.07","818.9052","0.05091667","0.0054864","0.0109728","0.09257576","3.07","1378.372","0.05105833","0.0079473","0.0158946","0.09283333","3.07","1343.969","0.05094167","0.0078901","0.0157802","0.09262121"
"3.08","820.8646","0.05108333","0.0055052","0.0110104","0.09287879","3.08","1381.047","0.051225","0.0079734","0.0159468","0.09313636","3.08","1346.629","0.05110833","0.0079201","0.0158402","0.09292424"
"3.09","822.8232","0.05125","0.0055263","0.0110526","0.09318182","3.09","1383.72","0.05139167","0.0080003","0.0160006","0.09343939","3.09","1349.293","0.05128333","0.0079501","0.0159002","0.09324243"
"3.1","824.78","0.05141667","0.0055483","0.0110966","0.09348485","3.1","1386.391","0.05155833","0.0080277","0.0160554","0.09374242","3.1","1351.96","0.05144167","0.00798","0.01596","0.0935303"
"3.11","826.7348","0.05158333","0.0055697","0.0111394","0.09378788","3.11","1389.063","0.05173333","0.0080558","0.0161116","0.09406061","3.11","1354.63","0.05160834","0.0080097","0.0160194","0.09383334"
"3.12","828.6876","0.05175","0.005589","0.011178","0.09409091","3.12","1391.736","0.05189167","0.0080843","0.0161686","0.09434848","3.12","1357.301","0.051775","0.0080392","0.0160784","0.09413636"
"3.13","830.6384","0.05191667","0.0056055","0.011211","0.09439394","3.13","1394.407","0.05205834","0.0081134","0.0162268","0.09465152","3.13","1359.974","0.05194167","0.0080688","0.0161376","0.09443939"
"3.14","832.5882","0.05208333","0.0056196","0.0112392","0.09469697","3.14","1397.076","0.052225","0.0081427","0.0162854","0.09495455","3.14","1362.645","0.05210833","0.0080985","0.016197","0.09474242"
"3.15","834.5378","0.05224167","0.005632","0.011264","0.09498485","3.15","1399.742","0.05239167","0.0081725","0.016345","0.09525757","3.15","1365.313","0.052275","0.0081288","0.0162576","0.09504545"
"3.16","836.4872","0.05241667","0.0056435","0.011287","0.09530303","3.16","1402.404","0.05255833","0.0082026","0.0164052","0.0955606","3.16","1367.979","0.05244167","0.0081597","0.0163194","0.09534848"
"3.17","838.4354","0.05258333","0.0056552","0.0113104","0.09560606","3.17","1405.062","0.052725","0.0082326","0.0164652","0.09586364","3.17","1370.641","0.05260833","0.0081913","0.0163826","0.09565151"
"3.18","840.382","0.05275","0.0056675","0.011335","0.09590909","3.18","1407.717","0.0529","0.0082622","0.0165244","0.09618182","3.18","1373.304","0.052775","0.0082235","0.016447","0.09595454"
"3.19","842.3268","0.05290833","0.005681","0.011362","0.09619697","3.19","1410.371","0.05305833","0.0082913","0.0165826","0.0964697","3.19","1375.966","0.05294167","0.0082561","0.0165122","0.09625757"
"3.2","844.2696","0.05308333","0.0056957","0.0113914","0.09651516","3.2","1413.027","0.053225","0.0083201","0.0166402","0.09677273","3.2","1378.63","0.05310833","0.0082887","0.0165774","0.0965606"
"3.21","846.2088","0.05325","0.0057108","0.0114216","0.09681818","3.21","1415.684","0.05339167","0.0083494","0.0166988","0.09707576","3.21","1381.295","0.053275","0.0083206","0.0166412","0.09686363"
"3.22","848.144","0.05341667","0.0057257","0.0114514","0.09712121","3.22","1418.343","0.05355833","0.0083801","0.0167602","0.09737879","3.22","1383.961","0.05344167","0.0083518","0.0167036","0.09716666"
"3.23","850.0752","0.05358334","0.0057407","0.0114814","0.09742425","3.23","1421.002","0.05373333","0.0084126","0.0168252","0.09769697","3.23","1386.627","0.05360834","0.0083825","0.016765","0.0974697"
"3.24","852.003","0.05375","0.005756","0.011512","0.09772728","3.24","1423.662","0.05389167","0.0084466","0.0168932","0.09798484","3.24","1389.294","0.053775","0.0084118","0.0168236","0.09777273"
"3.25","853.928","0.05391667","0.0057717","0.0115434","0.09803031","3.25","1426.322","0.05405834","0.0084812","0.0169624","0.09828789","3.25","1391.961","0.05394167","0.0084388","0.0168776","0.09807575"
"3.26","855.8494","0.05408333","0.0057878","0.0115756","0.09833334","3.26","1428.979","0.054225","0.0085161","0.0170322","0.09859091","3.26","1394.627","0.05410833","0.0084635","0.016927","0.09837878"
"3.27","857.7674","0.05425","0.0058035","0.011607","0.09863636","3.27","1431.633","0.05439167","0.0085511","0.0171022","0.09889394","3.27","1397.293","0.054275","0.0084863","0.0169726","0.09868182"
"3.28","859.682","0.05441667","0.0058184","0.0116368","0.09893939","3.28","1434.282","0.05455833","0.008586","0.017172","0.09919697","3.28","1399.958","0.05444167","0.0085078","0.0170156","0.09898485"
"3.29","861.5942","0.05458333","0.0058327","0.0116654","0.09924242","3.29","1436.926","0.054725","0.0086199","0.0172398","0.0995","3.29","1402.623","0.05460833","0.0085282","0.0170564","0.09928788"
"3.3","863.5052","0.05475","0.0058471","0.0116942","0.09954545","3.3","1439.567","0.05489167","0.0086529","0.0173058","0.09980303","3.3","1405.287","0.054775","0.0085479","0.0170958","0.09959091"
"3.31","865.4162","0.05491667","0.0058619","0.0117238","0.09984849","3.31","1442.204","0.05505833","0.0086849","0.0173698","0.1001061","3.31","1407.951","0.05494167","0.0085678","0.0171356","0.09989394"
"3.32","867.3288","0.05508333","0.0058777","0.0117554","0.1001515","3.32","1444.839","0.055225","0.0087163","0.0174326","0.1004091","3.32","1410.615","0.05510833","0.0085887","0.0171774","0.100197"
"3.33","869.2448","0.05525","0.0058949","0.0117898","0.1004545","3.33","1447.47","0.05539167","0.0087465","0.017493","0.1007121","3.33","1413.278","0.055275","0.0086114","0.0172228","0.1005"
"3.34","871.1644","0.05541667","0.0059133","0.0118266","0.1007576","3.34","1450.098","0.05555834","0.0087752","0.0175504","0.1010152","3.34","1415.941","0.05544167","0.0086358","0.0172716","0.100803"
"3.35","873.0865","0.05558334","0.0059327","0.0118654","0.1010606","3.35","1452.722","0.055725","0.0088022","0.0176044","0.1013182","3.35","1418.6","0.05560833","0.0086615","0.017323","0.1011061"
"3.36","875.0098","0.05575","0.0059527","0.0119054","0.1013636","3.36","1455.343","0.05589167","0.0088276","0.0176552","0.1016212","3.36","1421.257","0.055775","0.0086884","0.0173768","0.1014091"
"3.37","876.9328","0.05591667","0.0059725","0.011945","0.1016667","3.37","1457.962","0.05605833","0.0088518","0.0177036","0.1019242","3.37","1423.911","0.05594167","0.0087166","0.0174332","0.1017121"
"3.38","878.8548","0.05608333","0.0059917","0.0119834","0.1019697","3.38","1460.582","0.056225","0.0088751","0.0177502","0.1022273","3.38","1426.563","0.05610833","0.0087458","0.0174916","0.1020152"
"3.39","880.7754","0.05625","0.0060105","0.012021","0.1022727","3.39","1463.205","0.05639167","0.0088974","0.0177948","0.1025303","3.39","1429.214","0.056275","0.0087754","0.0175508","0.1023182"
"3.4","882.6938","0.05641667","0.006029","0.012058","0.1025758","3.4","1465.829","0.05656667","0.0089184","0.0178368","0.1028485","3.4","1431.863","0.05644167","0.0088051","0.0176102","0.1026212"
"3.41","884.6098","0.05658333","0.0060468","0.0120936","0.1028788","3.41","1468.453","0.056725","0.0089381","0.0178762","0.1031364","3.41","1434.513","0.05660833","0.0088349","0.0176698","0.1029242"
"3.42","886.5248","0.05675","0.0060623","0.0121246","0.1031818","3.42","1471.074","0.05689167","0.0089573","0.0179146","0.1034394","3.42","1437.163","0.056775","0.008864","0.017728","0.1032273"
"3.43","888.4384","0.05691667","0.0060748","0.0121496","0.1034849","3.43","1473.691","0.05705833","0.008976","0.017952","0.1037424","3.43","1439.811","0.05694167","0.0088918","0.0177836","0.1035303"
"3.44","890.3504","0.05708333","0.0060854","0.0121708","0.1037879","3.44","1476.304","0.05723333","0.008995","0.01799","0.1040606","3.44","1442.457","0.05710834","0.0089187","0.0178374","0.1038333"
"3.45","892.2598","0.05725","0.0060957","0.0121914","0.1040909","3.45","1478.913","0.0574","0.009015","0.01803","0.1043636","3.45","1445.101","0.057275","0.0089454","0.0178908","0.1041364"
"3.46","894.1664","0.05741667","0.0061065","0.012213","0.1043939","3.46","1481.521","0.05755834","0.009037","0.018074","0.1046515","3.46","1447.74","0.05744167","0.0089727","0.0179454","0.1044394"
"3.47","896.0694","0.05758334","0.0061181","0.0122362","0.104697","3.47","1484.127","0.057725","0.0090613","0.0181226","0.1049545","3.47","1450.378","0.05760833","0.0090005","0.018001","0.1047424"
"3.48","897.9694","0.05775","0.0061308","0.0122616","0.105","3.48","1486.732","0.05789167","0.0090877","0.0181754","0.1052576","3.48","1453.013","0.057775","0.0090276","0.0180552","0.1050455"
"3.49","899.8662","0.05791667","0.0061442","0.0122884","0.105303","3.49","1489.336","0.05805833","0.0091152","0.0182304","0.1055606","3.49","1455.647","0.05794167","0.0090531","0.0181062","0.1053485"
"3.5","901.761","0.05808333","0.0061582","0.0123164","0.1056061","3.5","1491.936","0.058225","0.0091426","0.0182852","0.1058636","3.5","1458.279","0.0581","0.0090775","0.018155","0.1056364"
"3.51","903.654","0.05825","0.0061728","0.0123456","0.1059091","3.51","1494.533","0.05839167","0.0091696","0.0183392","0.1061667","3.51","1460.907","0.058275","0.0091017","0.0182034","0.1059545"
"3.52","905.5462","0.05841667","0.0061884","0.0123768","0.1062121","3.52","1497.124","0.05855833","0.0091956","0.0183912","0.1064697","3.52","1463.532","0.05844167","0.0091264","0.0182528","0.1062576"
"3.53","907.4376","0.05859167","0.0062045","0.012409","0.1065303","3.53","1499.71","0.058725","0.0092211","0.0184422","0.1067727","3.53","1466.155","0.05860833","0.0091521","0.0183042","0.1065606"
"3.54","909.329","0.05875","0.006221","0.012442","0.1068182","3.54","1502.29","0.05889167","0.0092461","0.0184922","0.1070758","3.54","1468.776","0.058775","0.009179","0.018358","0.1068636"
"3.55","911.2206","0.05891667","0.0062374","0.0124748","0.1071212","3.55","1504.867","0.05905833","0.0092711","0.0185422","0.1073788","3.55","1471.396","0.05895","0.0092069","0.0184138","0.1071818"
"3.56","913.1128","0.05908334","0.0062534","0.0125068","0.1074242","3.56","1507.442","0.059225","0.0092963","0.0185926","0.1076818","3.56","1474.017","0.05910834","0.0092359","0.0184718","0.1074697"
"3.57","915.004","0.05925833","0.0062694","0.0125388","0.1077424","3.57","1510.014","0.0594","0.0093225","0.018645","0.108","3.57","1476.638","0.059275","0.0092657","0.0185314","0.1077727"
"3.58","916.8934","0.05941667","0.0062857","0.0125714","0.1080303","3.58","1512.585","0.05955834","0.0093499","0.0186998","0.1082879","3.58","1479.259","0.05944167","0.0092958","0.0185916","0.1080758"
"3.59","918.7814","0.05958333","0.0063018","0.0126036","0.1083333","3.59","1515.152","0.059725","0.009379","0.018758","0.1085909","3.59","1481.879","0.05960833","0.0093254","0.0186508","0.1083788"
"3.6","920.6684","0.05975","0.0063173","0.0126346","0.1086364","3.6","1517.718","0.05989167","0.00941","0.01882","0.1088939","3.6","1484.497","0.059775","0.0093542","0.0187084","0.1086818"
"3.61","922.5552","0.05991667","0.0063321","0.0126642","0.1089394","3.61","1520.284","0.06006667","0.009442","0.018884","0.1092121","3.61","1487.113","0.05994167","0.0093824","0.0187648","0.1089848"
"3.62","924.4414","0.06009167","0.0063462","0.0126924","0.1092576","3.62","1522.853","0.060225","0.0094739","0.0189478","0.1095","3.62","1489.727","0.06010833","0.0094108","0.0188216","0.1092879"
"3.63","926.327","0.06025","0.0063597","0.0127194","0.1095455","3.63","1525.425","0.06039167","0.0095045","0.019009","0.109803","3.63","1492.34","0.060275","0.0094399","0.0188798","0.1095909"
"3.64","928.2116","0.06041667","0.0063731","0.0127462","0.1098485","3.64","1527.996","0.06055833","0.0095333","0.0190666","0.1101061","3.64","1494.95","0.06044167","0.0094696","0.0189392","0.1098939"
"3.65","930.095","0.06058333","0.0063864","0.0127728","0.1101515","3.65","1530.567","0.060725","0.0095601","0.0191202","0.1104091","3.65","1497.556","0.06060833","0.0094992","0.0189984","0.110197"
"3.66","931.9768","0.06075833","0.0063998","0.0127996","0.1104697","3.66","1533.136","0.06089167","0.0095855","0.019171","0.1107121","3.66","1500.159","0.060775","0.0095277","0.0190554","0.1105"
"3.67","933.8568","0.060925","0.0064133","0.0128266","0.1107727","3.67","1535.704","0.06105834","0.0096102","0.0192204","0.1110152","3.67","1502.76","0.06094167","0.0095547","0.0191094","0.110803"
"3.68","935.735","0.06108334","0.006427","0.012854","0.1110606","3.68","1538.27","0.061225","0.0096344","0.0192688","0.1113182","3.68","1505.36","0.06110834","0.0095804","0.0191608","0.1111061"
"3.69","937.6108","0.06125","0.0064412","0.0128824","0.1113636","3.69","1540.834","0.06139167","0.0096581","0.0193162","0.1116212","3.69","1507.958","0.061275","0.0096047","0.0192094","0.1114091"
"3.7","939.4846","0.061425","0.006456","0.012912","0.1116818","3.7","1543.397","0.06155833","0.0096814","0.0193628","0.1119242","3.7","1510.554","0.06144167","0.009628","0.019256","0.1117121"
"3.71","941.3574","0.06158333","0.0064717","0.0129434","0.1119697","3.71","1545.957","0.061725","0.0097051","0.0194102","0.1122273","3.71","1513.147","0.06160833","0.0096508","0.0193016","0.1120152"
"3.72","943.228","0.06175","0.0064881","0.0129762","0.1122727","3.72","1548.513","0.06189167","0.0097302","0.0194604","0.1125303","3.72","1515.737","0.061775","0.0096729","0.0193458","0.1123182"
"3.73","945.0966","0.06191667","0.0065043","0.0130086","0.1125758","3.73","1551.065","0.06205833","0.0097571","0.0195142","0.1128333","3.73","1518.324","0.06194167","0.0096946","0.0193892","0.1126212"
"3.74","946.9626","0.06208333","0.0065198","0.0130396","0.1128788","3.74","1553.612","0.062225","0.0097854","0.0195708","0.1131364","3.74","1520.907","0.06210833","0.0097161","0.0194322","0.1129242"
"3.75","948.8258","0.06225","0.0065341","0.0130682","0.1131818","3.75","1556.154","0.06239167","0.0098145","0.019629","0.1134394","3.75","1523.486","0.062275","0.0097379","0.0194758","0.1132273"
"3.76","950.6858","0.06241667","0.0065471","0.0130942","0.1134849","3.76","1558.69","0.06255833","0.0098434","0.0196868","0.1137424","3.76","1526.061","0.06244167","0.0097604","0.0195208","0.1135303"
"3.77","952.543","0.06258333","0.0065586","0.0131172","0.1137879","3.77","1561.221","0.062725","0.0098719","0.0197438","0.1140455","3.77","1528.633","0.06260833","0.0097844","0.0195688","0.1138333"
"3.78","954.3982","0.06275","0.0065689","0.0131378","0.1140909","3.78","1563.748","0.06289167","0.0098997","0.0197994","0.1143485","3.78","1531.202","0.062775","0.0098101","0.0196202","0.1141364"
"3.79","956.2528","0.06291667","0.0065787","0.0131574","0.1143939","3.79","1566.275","0.06305833","0.0099268","0.0198536","0.1146515","3.79","1533.77","0.06294167","0.0098369","0.0196738","0.1144394"
"3.8","958.107","0.06308334","0.0065889","0.0131778","0.114697","3.8","1568.801","0.063225","0.0099527","0.0199054","0.1149545","3.8","1536.338","0.06310833","0.0098635","0.019727","0.1147424"
"3.81","959.9604","0.06325","0.0065995","0.013199","0.115","3.81","1571.325","0.06339167","0.0099774","0.0199548","0.1152576","3.81","1538.907","0.063275","0.0098883","0.0197766","0.1150455"
"3.82","961.8126","0.06341667","0.006611","0.013222","0.115303","3.82","1573.848","0.06355833","0.010001","0.020002","0.1155606","3.82","1541.475","0.06344166","0.0099108","0.0198216","0.1153485"
"3.83","963.663","0.06358334","0.0066235","0.013247","0.1156061","3.83","1576.366","0.063725","0.0100241","0.0200482","0.1158636","3.83","1544.043","0.06360833","0.0099317","0.0198634","0.1156515"
"3.84","965.5116","0.06375","0.0066366","0.0132732","0.1159091","3.84","1578.881","0.06389166","0.0100471","0.0200942","0.1161667","3.84","1546.608","0.063775","0.009951","0.019902","0.1159545"
"3.85","967.3588","0.06391667","0.0066502","0.0133004","0.1162121","3.85","1581.393","0.06405833","0.0100696","0.0201392","0.1164697","3.85","1549.17","0.06394166","0.0099702","0.0199404","0.1162576"
"3.86","969.2052","0.06408333","0.0066644","0.0133288","0.1165151","3.86","1583.902","0.064225","0.0100916","0.0201832","0.1167727","3.86","1551.729","0.06410833","0.0099906","0.0199812","0.1165606"
"3.87","971.051","0.06425","0.0066796","0.0133592","0.1168182","3.87","1586.407","0.06439167","0.0101136","0.0202272","0.1170758","3.87","1554.287","0.064275","0.0100126","0.0200252","0.1168636"
"3.88","972.8952","0.06441667","0.0066951","0.0133902","0.1171212","3.88","1588.91","0.06455","0.010136","0.020272","0.1173636","3.88","1556.844","0.06444167","0.0100363","0.0200726","0.1171667"
"3.89","974.7378","0.06458333","0.0067102","0.0134204","0.1174242","3.89","1591.409","0.064725","0.0101596","0.0203192","0.1176818","3.89","1559.401","0.06460834","0.0100612","0.0201224","0.1174697"
"3.9","976.5794","0.06475","0.006725","0.01345","0.1177273","3.9","1593.901","0.06489167","0.010184","0.020368","0.1179848","3.9","1561.959","0.064775","0.010087","0.020174","0.1177727"
"3.91","978.42","0.06491667","0.0067397","0.0134794","0.1180303","3.91","1596.388","0.06505834","0.0102083","0.0204166","0.1182879","3.91","1564.518","0.06494167","0.0101135","0.020227","0.1180758"
"3.92","980.2592","0.06509167","0.0067546","0.0135092","0.1183485","3.92","1598.868","0.06523333","0.0102315","0.020463","0.1186061","3.92","1567.075","0.06510834","0.0101405","0.020281","0.1183788"
"3.93","982.0972","0.06525","0.0067695","0.013539","0.1186364","3.93","1601.342","0.0654","0.0102535","0.020507","0.1189091","3.93","1569.631","0.06528334","0.0101679","0.0203358","0.118697"
"3.94","983.9338","0.06541666","0.0067846","0.0135692","0.1189394","3.94","1603.81","0.06555834","0.010275","0.02055","0.119197","3.94","1572.185","0.06544167","0.0101956","0.0203912","0.1189849"
"3.95","985.769","0.06558333","0.0068","0.0136","0.1192424","3.95","1606.272","0.065725","0.0102972","0.0205944","0.1195","3.95","1574.737","0.06560834","0.0102239","0.0204478","0.1192879"
"3.96","987.6032","0.06575","0.0068161","0.0136322","0.1195455","3.96","1608.728","0.06589167","0.0103207","0.0206414","0.119803","3.96","1577.288","0.065775","0.0102535","0.020507","0.1195909"
"3.97","989.4362","0.06591666","0.0068327","0.0136654","0.1198485","3.97","1611.176","0.06605834","0.0103455","0.020691","0.1201061","3.97","1579.837","0.06594167","0.0102841","0.0205682","0.1198939"
"3.98","991.266","0.06608333","0.0068496","0.0136992","0.1201515","3.98","1613.616","0.066225","0.0103714","0.0207428","0.1204091","3.98","1582.384","0.06610833","0.0103152","0.0206304","0.120197"
"3.99","993.092","0.06625","0.0068668","0.0137336","0.1204545","3.99","1616.047","0.06639167","0.0103977","0.0207954","0.1207121","3.99","1584.929","0.066275","0.0103463","0.0206926","0.1205"
"4","994.9136","0.06641667","0.0068845","0.013769","0.1207576","4","1618.469","0.06655833","0.0104237","0.0208474","0.1210151","4","1587.471","0.06644167","0.010377","0.020754","0.120803"
"4.01","996.7324","0.06658334","0.0069029","0.0138058","0.1210606","4.01","1620.881","0.066725","0.0104494","0.0208988","0.1213182","4.01","1590.008","0.06660833","0.0104071","0.0208142","0.1211061"
"4.02","998.5492","0.06675","0.0069219","0.0138438","0.1213636","4.02","1623.281","0.06689167","0.010475","0.02095","0.1216212","4.02","1592.542","0.066775","0.0104366","0.0208732","0.1214091"
"4.03","1000.366","0.06691667","0.0069412","0.0138824","0.1216667","4.03","1625.67","0.06705833","0.0105004","0.0210008","0.1219242","4.03","1595.07","0.06694167","0.0104653","0.0209306","0.1217121"
"4.04","1002.181","0.06708334","0.0069599","0.0139198","0.1219697","4.04","1628.047","0.067225","0.0105257","0.0210514","0.1222273","4.04","1597.593","0.06710833","0.0104926","0.0209852","0.1220152"
"4.05","1003.996","0.06725834","0.006977","0.013954","0.1222879","4.05","1630.413","0.06739166","0.0105512","0.0211024","0.1225303","4.05","1600.111","0.067275","0.0105179","0.0210358","0.1223182"
"4.06","1005.81","0.067425","0.0069917","0.0139834","0.1225909","4.06","1632.768","0.06755833","0.0105772","0.0211544","0.1228333","4.06","1602.624","0.06744166","0.0105411","0.0210822","0.1226212"
"4.07","1007.626","0.06758334","0.007004","0.014008","0.1228788","4.07","1635.114","0.067725","0.0106041","0.0212082","0.1231364","4.07","1605.13","0.06760833","0.0105626","0.0211252","0.1229242"
"4.08","1009.443","0.06775","0.0070144","0.0140288","0.1231818","4.08","1637.45","0.06789166","0.010631","0.021262","0.1234394","4.08","1607.631","0.067775","0.0105825","0.021165","0.1232273"
"4.09","1011.262","0.067925","0.0070227","0.0140454","0.1235","4.09","1639.776","0.06805833","0.0106575","0.021315","0.1237424","4.09","1610.128","0.06794167","0.0106021","0.0212042","0.1235303"
"4.1","1013.081","0.06808333","0.0070289","0.0140578","0.1237879","4.1","1642.091","0.068225","0.0106832","0.0213664","0.1240455","4.1","1612.62","0.06811666","0.0106223","0.0212446","0.1238485"
"4.11","1014.899","0.06825","0.0070336","0.0140672","0.1240909","4.11","1644.396","0.06839167","0.0107076","0.0214152","0.1243485","4.11","1615.11","0.068275","0.0106435","0.021287","0.1241364"
"4.12","1016.715","0.06841667","0.0070382","0.0140764","0.1243939","4.12","1646.689","0.06855834","0.0107304","0.0214608","0.1246515","4.12","1617.597","0.06844167","0.0106654","0.0213308","0.1244394"
"4.13","1018.528","0.06858333","0.0070437","0.0140874","0.124697","4.13","1648.971","0.068725","0.0107518","0.0215036","0.1249545","4.13","1620.081","0.06860834","0.0106882","0.0213764","0.1247424"
"4.14","1020.338","0.06875","0.0070503","0.0141006","0.125","4.14","1651.241","0.06889167","0.0107721","0.0215442","0.1252576","4.14","1622.564","0.068775","0.0107117","0.0214234","0.1250454"
"4.15","1022.145","0.06891667","0.0070585","0.014117","0.125303","4.15","1653.497","0.06905834","0.0107911","0.0215822","0.1255606","4.15","1625.045","0.06895","0.0107357","0.0214714","0.1253636"
"4.16","1023.948","0.0691","0.0070691","0.0141382","0.1256364","4.16","1655.739","0.069225","0.0108096","0.0216192","0.1258636","4.16","1627.523","0.06910834","0.0107598","0.0215196","0.1256515"
"4.17","1025.745","0.06925","0.0070828","0.0141656","0.1259091","4.17","1657.968","0.0694","0.0108285","0.021657","0.1261818","4.17","1629.996","0.069275","0.0107837","0.0215674","0.1259545"
"4.18","1027.537","0.06940833","0.0070995","0.014199","0.126197","4.18","1660.181","0.06955834","0.0108492","0.0216984","0.1264697","4.18","1632.466","0.06944167","0.0108078","0.0216156","0.1262576"
"4.19","1029.318","0.06958333","0.0071184","0.0142368","0.1265152","4.19","1662.378","0.069725","0.010872","0.021744","0.1267727","4.19","1634.933","0.06961667","0.0108324","0.0216648","0.1265758"
"4.2","1031.089","0.06975","0.0071387","0.0142774","0.1268182","4.2","1664.555","0.06989167","0.010897","0.021794","0.1270758","4.2","1637.396","0.069775","0.0108579","0.0217158","0.1268636"
"4.21","1032.849","0.06991667","0.0071596","0.0143192","0.1271212","4.21","1666.712","0.07005833","0.0109237","0.0218474","0.1273788","4.21","1639.853","0.06994167","0.0108848","0.0217696","0.1271667"
"4.22","1034.6","0.07008334","0.0071801","0.0143602","0.1274242","4.22","1668.849","0.070225","0.0109518","0.0219036","0.1276818","4.22","1642.3","0.07010833","0.0109133","0.0218266","0.1274697"
"4.23","1036.345","0.07025","0.0071994","0.0143988","0.1277273","4.23","1670.967","0.07039167","0.0109815","0.021963","0.1279849","4.23","1644.735","0.070275","0.010943","0.021886","0.1277727"
"4.24","1038.089","0.07041667","0.0072165","0.014433","0.1280303","4.24","1673.068","0.07055833","0.0110121","0.0220242","0.1282879","4.24","1647.156","0.07044167","0.0109733","0.0219466","0.1280758"
"4.25","1039.834","0.07058334","0.0072312","0.0144624","0.1283333","4.25","1675.153","0.070725","0.0110422","0.0220844","0.1285909","4.25","1649.565","0.07060833","0.0110037","0.0220074","0.1283788"
"4.26","1041.584","0.07075","0.0072436","0.0144872","0.1286364","4.26","1677.222","0.0709","0.011071","0.022142","0.1289091","4.26","1651.964","0.070775","0.0110339","0.0220678","0.1286818"
"4.27","1043.34","0.07091667","0.0072546","0.0145092","0.1289394","4.27","1679.277","0.07105833","0.0110977","0.0221954","0.129197","4.27","1654.355","0.07094166","0.0110635","0.022127","0.1289849"
"4.28","1045.103","0.07108334","0.0072647","0.0145294","0.1292424","4.28","1681.318","0.071225","0.0111223","0.0222446","0.1295","4.28","1656.737","0.07110833","0.0110922","0.0221844","0.1292879"
"4.29","1046.871","0.07125","0.0072741","0.0145482","0.1295455","4.29","1683.346","0.07139166","0.0111447","0.0222894","0.129803","4.29","1659.11","0.071275","0.01112","0.02224","0.1295909"
"4.3","1048.646","0.07141667","0.0072832","0.0145664","0.1298485","4.3","1685.36","0.07156667","0.0111648","0.0223296","0.1301212","4.3","1661.475","0.07144167","0.0111471","0.0222942","0.1298939"
"4.31","1050.426","0.07158333","0.0072928","0.0145856","0.1301515","4.31","1687.362","0.07173333","0.0111824","0.0223648","0.1304242","4.31","1663.832","0.07160833","0.0111735","0.022347","0.130197"
"4.32","1052.21","0.07175","0.0073034","0.0146068","0.1304545","4.32","1689.352","0.07189167","0.011198","0.022396","0.1307121","4.32","1666.182","0.071775","0.0111995","0.022399","0.1305"
"4.33","1053.997","0.07191667","0.007316","0.014632","0.1307576","4.33","1691.332","0.07205833","0.0112122","0.0224244","0.1310152","4.33","1668.524","0.07194167","0.0112245","0.022449","0.130803"
"4.34","1055.784","0.07208333","0.0073305","0.014661","0.1310606","4.34","1693.301","0.072225","0.0112253","0.0224506","0.1313182","4.34","1670.857","0.07210834","0.0112476","0.0224952","0.1311061"
"4.35","1057.57","0.07225","0.0073465","0.014693","0.1313636","4.35","1695.262","0.07239167","0.0112379","0.0224758","0.1316212","4.35","1673.182","0.072275","0.0112685","0.022537","0.1314091"
"4.36","1059.354","0.07241667","0.0073638","0.0147276","0.1316667","4.36","1697.214","0.07255834","0.0112501","0.0225002","0.1319243","4.36","1675.498","0.07244167","0.0112877","0.0225754","0.1317121"
"4.37","1061.136","0.07258333","0.0073813","0.0147626","0.1319697","4.37","1699.158","0.072725","0.0112622","0.0225244","0.1322273","4.37","1677.805","0.07260834","0.011306","0.022612","0.1320152"
"4.38","1062.917","0.07275","0.0073982","0.0147964","0.1322727","4.38","1701.097","0.07289167","0.011275","0.02255","0.1325303","4.38","1680.103","0.072775","0.0113244","0.0226488","0.1323182"
"4.39","1064.697","0.07291666","0.0074141","0.0148282","0.1325758","4.39","1703.031","0.07306667","0.0112894","0.0225788","0.1328485","4.39","1682.391","0.07294167","0.0113434","0.0226868","0.1326212"
"4.4","1066.477","0.07308333","0.0074293","0.0148586","0.1328788","4.4","1704.962","0.07323334","0.0113055","0.022611","0.1331515","4.4","1684.67","0.07310834","0.011363","0.022726","0.1329242"
"4.41","1068.254","0.07325","0.0074441","0.0148882","0.1331818","4.41","1706.891","0.07339167","0.0113232","0.0226464","0.1334394","4.41","1686.938","0.073275","0.0113837","0.0227674","0.1332273"
"4.42","1070.029","0.07341667","0.0074591","0.0149182","0.1334848","4.42","1708.819","0.07355833","0.0113425","0.022685","0.1337424","4.42","1689.194","0.07344167","0.0114054","0.0228108","0.1335303"
"4.43","1071.803","0.07358333","0.0074738","0.0149476","0.1337879","4.43","1710.747","0.07373334","0.0113633","0.0227266","0.1340606","4.43","1691.439","0.07360833","0.011428","0.022856","0.1338333"
"4.44","1073.574","0.07375","0.0074885","0.014977","0.1340909","4.44","1712.672","0.07389167","0.0113857","0.0227714","0.1343485","4.44","1693.67","0.073775","0.0114511","0.0229022","0.1341364"
